id,price,time
823,13,2016-8-13 0:28:6
824,57,2017-6-23 5:43:24
825,26,2018-9-25 7:34:4
826,64,2018-6-13 23:55:42
827,81,2018-9-17 2:24:5
828,97,2018-6-7 19:12:45
829,43,2017-3-24 18:50:33
830,59,2018-12-17 0:12:30
831,18,2019-12-28 16:30:57
832,59,2015-4-15 19:18:28
833,88,2017-11-4 13:47:28
834,86,2019-2-27 10:52:48
835,36,2017-8-19 13:9:20
836,4,2016-8-20 9:60:9
837,19,2016-9-19 5:56:17
838,74,2018-10-24 3:42:16
839,85,2019-9-14 0:7:7
840,68,2019-3-21 21:2:27
841,20,2018-6-24 15:35:32
842,46,2015-3-25 21:24:2
843,42,2017-10-15 18:56:28
844,71,2018-2-11 17:56:28
845,46,2015-12-3 12:30:55
846,22,2015-11-18 8:4:17
847,55,2015-3-17 5:42:36
848,7,2019-10-26 3:20:30
849,94,2018-7-15 20:33:19
850,99,2016-9-17 18:53:58
851,19,2018-9-14 14:24:42
852,56,2019-8-20 5:14:33
853,90,2019-9-11 1:21:29
854,16,2019-11-20 13:19:11
855,24,2019-1-24 19:42:50
856,30,2018-6-22 16:29:30
857,1,2018-8-12 14:45:13
858,24,2015-10-6 15:15:27
859,86,2018-3-19 15:27:48
860,8,2019-1-25 19:33:51
861,2,2016-9-25 2:3:41
862,49,2016-12-2 4:2:50
863,99,2017-11-13 14:34:6
864,98,2017-6-8 15:26:44
865,29,2017-6-6 14:20:12
866,43,2017-9-8 13:9:20
867,48,2018-8-11 21:38:56
868,38,2019-10-11 9:40:18
869,69,2019-9-22 5:49:23
870,68,2016-3-21 19:1:31
871,80,2015-6-13 11:26:49
872,22,2015-8-2 8:15:16
873,84,2019-11-4 17:3:4
874,96,2016-2-4 22:31:42
875,46,2016-4-2 3:16:41
876,70,2016-5-6 13:58:43
877,62,2019-1-22 5:60:45
878,92,2017-8-10 13:44:25
879,36,2018-12-19 23:32:3
880,97,2019-1-24 21:31:32
881,89,2016-2-14 11:28:37
882,37,2017-8-1 10:52:38
883,45,2017-2-8 19:30:45
884,6,2018-3-10 9:34:54
885,12,2016-8-9 21:19:4
886,98,2015-2-1 22:60:28
887,80,2019-5-6 0:26:56
888,2,2017-4-17 16:59:44
889,39,2018-12-6 23:52:2
890,88,2018-1-13 6:39:53
891,96,2015-11-24 2:34:10
892,60,2017-4-12 11:14:22
893,55,2016-4-18 13:49:46
894,21,2019-12-23 12:58:27
895,47,2016-6-17 22:45:18
896,58,2017-10-18 15:30:57
897,77,2016-6-5 22:23:13
898,24,2018-9-4 8:10:59
899,80,2016-12-7 11:4:4
900,10,2017-8-27 18:44:46
901,17,2018-11-23 4:9:53
902,62,2019-5-6 9:14:9
903,72,2016-5-18 8:6:33
904,86,2015-4-23 8:49:14
905,82,2019-6-24 9:13:54
906,28,2016-5-4 19:48:59
907,83,2016-10-3 14:13:2
908,50,2019-3-9 18:15:13
909,31,2018-3-6 2:31:45
910,39,2017-11-11 13:22:40
911,75,2016-7-11 0:43:4
912,95,2018-1-4 6:31:48
913,78,2015-9-13 15:23:11
914,35,2018-8-10 0:9:41
915,68,2019-7-20 5:47:7
916,15,2018-9-21 2:10:5
917,16,2015-8-25 5:19:49
918,88,2015-7-25 21:36:35
919,88,2017-5-21 14:23:1
920,11,2016-3-24 3:41:46
921,17,2019-2-23 17:25:15
922,25,2016-10-22 23:43:52
923,42,2019-5-21 7:42:28
924,48,2016-10-25 14:3:13
925,6,2019-4-12 11:4:4
926,85,2018-7-19 10:28:18
927,86,2018-11-25 8:7:20
928,68,2017-8-1 18:22:20
929,77,2018-12-17 6:54:3
930,33,2017-1-2 0:27:55
931,27,2019-9-8 16:20:55
932,87,2015-4-3 5:13:59
933,4,2017-9-9 3:18:47
934,69,2018-12-13 1:42:48
935,97,2017-10-10 15:48:27
936,60,2018-12-24 15:21:25
937,61,2019-12-12 9:14:26
938,43,2017-1-4 17:57:14
939,33,2019-9-28 11:38:41
940,61,2016-11-13 0:7:21
941,41,2015-2-22 9:25:47
942,47,2016-10-21 23:39:55
943,52,2019-2-27 5:29:48
944,78,2015-3-17 20:27:12
945,69,2019-10-12 12:29:43
946,94,2018-4-5 5:53:41
947,59,2018-3-25 2:53:48
948,73,2016-7-18 2:26:45
949,4,2018-10-7 3:37:56
950,99,2019-10-23 23:45:44
951,13,2017-5-23 9:19:28
952,56,2019-9-4 0:28:38
953,84,2015-11-10 22:45:45
954,23,2016-5-27 21:28:39
955,83,2017-8-20 8:57:16
956,75,2015-4-4 21:59:41
957,56,2018-4-6 21:43:25
958,81,2019-1-19 7:2:54
959,64,2018-10-27 18:19:44
960,89,2016-11-20 15:39:52
961,27,2018-8-14 19:28:13
962,13,2018-1-1 0:54:21
963,25,2015-6-25 20:19:34
964,34,2018-4-13 9:39:17
965,53,2018-4-27 23:34:28
966,26,2017-8-10 2:57:27
967,46,2019-12-2 10:7:42
968,82,2017-9-16 6:1:40
969,45,2018-2-28 7:2:52
970,19,2015-12-14 17:59:18
971,42,2016-6-28 11:58:8
972,90,2019-11-13 21:8:1
973,72,2017-12-14 7:34:23
974,73,2016-3-24 14:49:42
975,75,2015-2-10 19:9:30
976,21,2019-12-16 21:50:51
977,14,2019-10-26 18:48:53
978,16,2019-9-25 12:48:59
979,8,2018-12-7 4:1:13
980,51,2019-2-12 7:56:31
981,13,2015-3-9 17:53:12
982,49,2015-5-12 5:47:3
983,62,2016-9-26 22:27:43
984,79,2016-1-24 6:45:11
985,99,2016-4-4 6:37:28
986,94,2016-10-23 3:45:40
987,77,2016-3-9 17:10:10
988,90,2016-10-28 20:25:28
989,10,2016-8-24 17:3:48
990,56,2018-6-26 21:47:54
991,53,2018-7-10 23:50:51
992,42,2018-10-13 4:9:57
993,20,2018-5-3 23:27:16
994,24,2017-3-7 8:28:37
995,53,2016-7-9 20:12:15
996,46,2016-8-22 17:22:2
997,75,2016-4-27 4:33:55
998,68,2016-5-13 2:24:6
999,46,2016-7-4 23:41:28
1000,68,2019-8-20 7:31:4
